#Converted to CombinedWig with TRANSIT.
#normalization method: TTR
#Normalization Factors: 2.6365107688705036 3.2329912278198036 2.865270203473558 2.286197257382532 1.4371695843583265
#File: src/pytransit/data/cholesterol_H37Rv_rep1.wig
#File: src/pytransit/data/cholesterol_H37Rv_rep2.wig
#File: src/pytransit/data/cholesterol_H37Rv_rep3.wig
#File: src/pytransit/data/glycerol_H37Rv_rep1.wig
#File: src/pytransit/data/glycerol_H37Rv_rep2.wig
60	0.0	0.0	0.0	0.0	0.0	Rv0001 (dnaA)
72	0.0	0.0	0.0	0.0	0.0	Rv0001 (dnaA)
102	0.0	0.0	0.0	0.0	0.0	Rv0001 (dnaA)
188	0.0	0.0	0.0	0.0	0.0	Rv0001 (dnaA)
246	0.0	0.0	0.0	0.0	0.0	Rv0001 (dnaA)
333	0.0	0.0	0.0	0.0	0.0	Rv0001 (dnaA)
360	0.0	0.0	0.0	0.0	0.0	Rv0001 (dnaA)
426	0.0	0.0	0.0	0.0	0.0	Rv0001 (dnaA)
448	0.0	0.0	0.0	0.0	0.0	Rv0001 (dnaA)
471	0.0	0.0	0.0	0.0	0.0	Rv0001 (dnaA)
483	0.0	0.0	0.0	0.0	0.0	Rv0001 (dnaA)
494	0.0	0.0	0.0	0.0	0.0	Rv0001 (dnaA)
504	0.0	0.0	0.0	0.0	0.0	Rv0001 (dnaA)
514	0.0	0.0	0.0	0.0	0.0	Rv0001 (dnaA)
525	0.0	0.0	0.0	0.0	0.0	Rv0001 (dnaA)
534	0.0	0.0	0.0	0.0	0.0	Rv0001 (dnaA)
601	0.0	0.0	0.0	0.0	0.0	Rv0001 (dnaA)
653	0.0	0.0	0.0	0.0	0.0	Rv0001 (dnaA)
670	0.0	0.0	0.0	0.0	0.0	Rv0001 (dnaA)
706	0.0	0.0	0.0	0.0	0.0	Rv0001 (dnaA)
741	0.0	0.0	0.0	0.0	0.0	Rv0001 (dnaA)
784	0.0	0.0	0.0	0.0	0.0	Rv0001 (dnaA)
794	0.0	0.0	0.0	0.0	0.0	Rv0001 (dnaA)
843	0.0	0.0	0.0	0.0	0.0	Rv0001 (dnaA)
989	0.0	0.0	0.0	0.0	0.0	Rv0001 (dnaA)
1092	0.0	0.0	0.0	0.0	0.0	Rv0001 (dnaA)
1104	0.0	0.0	0.0	0.0	0.0	Rv0001 (dnaA)
1267	0.0	0.0	0.0	0.0	0.0	Rv0001 (dnaA)
1278	0.0	0.0	0.0	0.0	0.0	Rv0001 (dnaA)
1345	0.0	0.0	0.0	0.0	0.0	Rv0001 (dnaA)
1423	0.0	0.0	0.0	0.0	0.0	Rv0001 (dnaA)
1522	0.0	0.0	0.0	0.0	178.2	Rv0001 (dnaA)
1552	0.0	29.1	0.0	61.7	0.0	
